Type of Score,Barcode,Description,Item Policy,Material Type,MMS Id,ISBN,Resource Type,Title,Primo Link,Author,Publisher,Publication Place,Publication Date,Edition,Series,Subjects,Uniform Title,Language Code,Permanent Call Number,Location Name,Item Creation Fiscal Year
Continuations,39090017202819,ser.4 v.4.4,None,Music Score,9.91004E+17,1933280778; 9781933280776; 1938325001; 9781938325007; 1933280018; 9781933280011; 1933280468; 9781933280462; 1933280476; 9781933280479; 1933280158; 9781933280158; 1933280166; 9781933280165; 1933280506; 9781933280509; 1933280522; 9781933280523; 1933280530;,Notated music - Physical,The complete works /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991004229009703040&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Bach, Carl Philipp Emanuel, 1714-1788, composer.",Packard Humanities Institute,"Los Altos, California :",2005-<2021>,,,Music.; Art music.; Scores.,Works. 2005,zxx,M3 .B103 2005,Music Stacks,FY-2021
Continuations,39090017202876,ser.4 v.5.4,None,Music Score,9.91004E+17,1933280778; 9781933280776; 1938325001; 9781938325007; 1933280018; 9781933280011; 1933280468; 9781933280462; 1933280476; 9781933280479; 1933280158; 9781933280158; 1933280166; 9781933280165; 1933280506; 9781933280509; 1933280522; 9781933280523; 1933280530;,Notated music - Physical,The complete works /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991004229009703040&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Bach, Carl Philipp Emanuel, 1714-1788, composer.",Packard Humanities Institute,"Los Altos, California :",2005-<2021>,,,Music.; Art music.; Scores.,Works. 2005,zxx,M3 .B103 2005,Music Stacks,FY-2021
Continuations,39090018303426,ser..3 v.10,None,Music Score,9.91004E+17,1933280778; 9781933280776; 1938325001; 9781938325007; 1933280018; 9781933280011; 1933280468; 9781933280462; 1933280476; 9781933280479; 1933280158; 9781933280158; 1933280166; 9781933280165; 1933280506; 9781933280509; 1933280522; 9781933280523; 1933280530;,Notated music - Physical,The complete works /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991004229009703040&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Bach, Carl Philipp Emanuel, 1714-1788, composer.",Packard Humanities Institute,"Los Altos, California :",2005-<2021>,,,Music.; Art music.; Scores.,Works. 2005,zxx,M3 .B103 2005,Music Stacks,FY-2021
Continuations,39090018338422,Ser.3 v.9.12,None,Music Score,9.91004E+17,1933280778; 9781933280776; 1938325001; 9781938325007; 1933280018; 9781933280011; 1933280468; 9781933280462; 1933280476; 9781933280479; 1933280158; 9781933280158; 1933280166; 9781933280165; 1933280506; 9781933280509; 1933280522; 9781933280523; 1933280530;,Notated music - Physical,The complete works /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991004229009703040&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Bach, Carl Philipp Emanuel, 1714-1788, composer.",Packard Humanities Institute,"Los Altos, California :",2005-<2021>,,,Music.; Art music.; Scores.,Works. 2005,zxx,M3 .B103 2005,Music Stacks,FY-2021
Continuations,39090018338489,Ser.3 v.9.10,None,Music Score,9.91004E+17,1933280778; 9781933280776; 1938325001; 9781938325007; 1933280018; 9781933280011; 1933280468; 9781933280462; 1933280476; 9781933280479; 1933280158; 9781933280158; 1933280166; 9781933280165; 1933280506; 9781933280509; 1933280522; 9781933280523; 1933280530;,Notated music - Physical,The complete works /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991004229009703040&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Bach, Carl Philipp Emanuel, 1714-1788, composer.",Packard Humanities Institute,"Los Altos, California :",2005-<2021>,,,Music.; Art music.; Scores.,Works. 2005,zxx,M3 .B103 2005,Music Stacks,FY-2021
Continuations,39090018338547,Ser.6 facsim. suppl.,None,Music Score,9.91004E+17,1933280778; 9781933280776; 1938325001; 9781938325007; 1933280018; 9781933280011; 1933280468; 9781933280462; 1933280476; 9781933280479; 1933280158; 9781933280158; 1933280166; 9781933280165; 1933280506; 9781933280509; 1933280522; 9781933280523; 1933280530;,Notated music - Physical,The complete works /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991004229009703040&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Bach, Carl Philipp Emanuel, 1714-1788, composer.",Packard Humanities Institute,"Los Altos, California :",2005-<2021>,,,Music.; Art music.; Scores.,Works. 2005,zxx,M3 .B103 2005,Music Stacks,FY-2021
Continuations,39090018352779,Ser.4 v.6.4,None,Music Score,9.91004E+17,1933280778; 9781933280776; 1938325001; 9781938325007; 1933280018; 9781933280011; 1933280468; 9781933280462; 1933280476; 9781933280479; 1933280158; 9781933280158; 1933280166; 9781933280165; 1933280506; 9781933280509; 1933280522; 9781933280523; 1933280530;,Notated music - Physical,The complete works /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991004229009703040&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Bach, Carl Philipp Emanuel, 1714-1788, composer.",Packard Humanities Institute,"Los Altos, California :",2005-<2021>,,,Music.; Art music.; Scores.,Works. 2005,zxx,M3 .B103 2005,Music Stacks,FY-2021
Continuations,39090017202637,Bd.40,None,Music Score,9.9101E+17,,Notated music - Physical,Complete critical edition = Zeneműveinek kritikai összkiadása = Kritische Gesamtausgabe /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991010391109703040&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Bartók, Béla, 1881-1945, composer.",Editio Musica Budapest; G Henle Verlag,München : Budapest :,2016-,,,Vocal music--Scores.; Instrumental music--Scores.; Piano music.; Hungary.; Arrangements (Music); Art music.; Music.; Scores.,Works. 2016,und,M3 .B344 2016,Music Stacks,FY-2021
Continuations,39090018352761,Bd.41,None,Music Score,9.9101E+17,,Notated music - Physical,Complete critical edition = Zeneműveinek kritikai összkiadása = Kritische Gesamtausgabe /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991010391109703040&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Bartók, Béla, 1881-1945, composer.",Editio Musica Budapest; G Henle Verlag,München : Budapest :,2016-,,,Vocal music--Scores.; Instrumental music--Scores.; Piano music.; Hungary.; Arrangements (Music); Art music.; Music.; Scores.,Works. 2016,und,M3 .B344 2016,Music Stacks,FY-2021
Continuations,39090018303061,,Score,Music Score,9.91018E+17,9781987204544; 1987204549; 9781987204551; 1987204557,Notated music - Physical,Chamber arrangements of Beethoven's symphonies. arranged for large ensembles /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018082042603008&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Beethoven, Ludwig van, 1770-1827 composer.",A-R Editions Inc,"Middleton, Wisconsin :",[2020],,Recent researches in the music of the nineteenth and early twentieth centuries ; vol. 79.,"Nonets (Flute, horns (2), violins (2), violas (2), cello, double bass), Arranged--Scores and parts.; Septets (Flute, violins (2), violas (2), cello, double bass), Arranged--Scores and parts.; String sextets (Violins (2), violas (2), cellos (2)), Arranged--Scores and parts.; Arrangements (Music); Chamber music.; Parts (Music); Scores.",Symphonies. Selections; arranged,zxx,M2 .R23834 v.79,Music Stacks,FY-2021
Continuations,39090018303079,,Score,Music Score,9.91018E+17,9781987204544; 1987204549; 9781987204551; 1987204557,Notated music - Physical,Chamber arrangements of Beethoven's symphonies. arranged for large ensembles /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018082042603008&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Beethoven, Ludwig van, 1770-1827 composer.",A-R Editions Inc,"Middleton, Wisconsin :",[2020],,Recent researches in the music of the nineteenth and early twentieth centuries ; vol. 79.,"Nonets (Flute, horns (2), violins (2), violas (2), cello, double bass), Arranged--Scores and parts.; Septets (Flute, violins (2), violas (2), cello, double bass), Arranged--Scores and parts.; String sextets (Violins (2), violas (2), cellos (2)), Arranged--Scores and parts.; Arrangements (Music); Chamber music.; Parts (Music); Scores.",Symphonies. Selections; arranged,zxx,M2 .R23834 v.79,Music Stacks,FY-2021
Continuations,39090018303129,v.79 op.68,Score,Music Score,9.91018E+17,9781987204544; 1987204549; 9781987204551; 1987204557,Notated music - Physical,Chamber arrangements of Beethoven's symphonies. arranged for large ensembles /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018082042603008&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Beethoven, Ludwig van, 1770-1827 composer.",A-R Editions Inc,"Middleton, Wisconsin :",[2020],,Recent researches in the music of the nineteenth and early twentieth centuries ; vol. 79.,"Nonets (Flute, horns (2), violins (2), violas (2), cello, double bass), Arranged--Scores and parts.; Septets (Flute, violins (2), violas (2), cello, double bass), Arranged--Scores and parts.; String sextets (Violins (2), violas (2), cellos (2)), Arranged--Scores and parts.; Arrangements (Music); Chamber music.; Parts (Music); Scores.",Symphonies. Selections; arranged,zxx,M2 .R23834 v.79,Music Stacks,FY-2021
Continuations,39090018303186,v.79 op.60,Score,Music Score,9.91018E+17,9781987204544; 1987204549; 9781987204551; 1987204557,Notated music - Physical,Chamber arrangements of Beethoven's symphonies. arranged for large ensembles /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018082042603008&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Beethoven, Ludwig van, 1770-1827 composer.",A-R Editions Inc,"Middleton, Wisconsin :",[2020],,Recent researches in the music of the nineteenth and early twentieth centuries ; vol. 79.,"Nonets (Flute, horns (2), violins (2), violas (2), cello, double bass), Arranged--Scores and parts.; Septets (Flute, violins (2), violas (2), cello, double bass), Arranged--Scores and parts.; String sextets (Violins (2), violas (2), cellos (2)), Arranged--Scores and parts.; Arrangements (Music); Chamber music.; Parts (Music); Scores.",Symphonies. Selections; arranged,zxx,M2 .R23834 v.79,Music Stacks,FY-2021
Continuations,39090018320388,Abt.1:Bd.5,None,Music Score,9.91012E+17,,Notated music - Physical,Werke /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991011612439703040&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Beethoven, Ludwig van, 1770-1827 composer.",G Henle Verlag,München :,[1961]-<2020>,,Veröffentlichungen des Beethovenhauses in Bonn.,1700-1899; Music--Scores.; Germany.; Scores.,Works. 1961,ger,M3 .B44,Music Stacks,FY-2021
Continuations,39090018303095,,Score,Music Score,9.91018E+17,9781987204568; 1987204565,Notated music - Physical,Philon und Theone /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018082144302976&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Benda, Georg, 1722-1795 composer.",A-R Editions Inc,"Middleton, Wisconsin :",[2020],,Recent researches in the music of the Classical Era ; v. 115.,"1700-1799; Operas--Germany--18th century--Scores.; Melodrama, German--18th century--Scores.; Monodramas (Music)--18th century--Scores.; Operas--Scores.; Germany.; Melodramas (Music); One-act operas.; Operas.; Scores.",Theone,ger,M2 .R2381 v.115,Music Stacks,FY-2021
Continuations,39090018303673,,Score,Music Score,9.91018E+17,1987205332; 9781987205336; 1987205340; 9781987205343,Notated music - Physical,"Six chamber cantatas (1708) : works for soprano or alto with two flutes, bassoon, and basso continuo from A-Wn, Mus.Hs.17587 /","https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018140049102976&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Bononcini, Antonio Maria, 1677-1726 composer.",A-R Editions,"Middleton, Wisconsin :",[2020],,Recent researches in the music of the Baroque Era ; v. 212.,"Cantatas, Secular (Women's voices)--Scores and parts.; Songs with instrumental ensemble--Scores and parts.; Cantatas.; Chamber music.; Parts (Music); Scores.; Songs.",Works. Selections,ita,M2 .R238 v. 212,Music Stacks,FY-2021
Continuations,39090018320420,Ser.5:Bd.5,None,Music Score,9.91005E+17,,Notated music - Physical,Neue Ausgabe sämtlicher Werke /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991004600359703040&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Brahms, Johannes, 1833-1897.",G Henle,München :,1996-<2020>,,,Music.; Art music.; Scores.,Works. 1996,ger,M3 .B83 1996,Music Stacks,FY-2021
Continuations,39090018320552,Ser.6:Bd.1,None,Music Score,9.91005E+17,,Notated music - Physical,Neue Ausgabe sämtlicher Werke /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991004600359703040&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Brahms, Johannes, 1833-1897.",G Henle,München :,1996-<2020>,,,Music.; Art music.; Scores.,Works. 1996,ger,M3 .B83 1996,Music Stacks,FY-2021
Continuations,39090018341814,,Score,Music Score,9.91018E+17,1987206177; 9781987206173,Notated music - Physical,"Instrumental works : from the Library of the Royal Conservatories, Brussels /","https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018194448802944&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Brehy, Petrus Hercules, 1673-1737 composer.",A-R Editions,"Middleton, Wisconsin :",[2021],,Recent researches in the music of the Baroque Era ; 215.,"Quintets (Oboe, violins (2), viola, continuo)--Scores and parts.; Quintets (Violins (3), viola, continuo)--Scores and parts.; Quartets (Violins (2), viola, continuo)--Scores and parts.; Chamber music.; Parts (Music); Scores.; Sonatas.",Chamber music,zxx,M2 .R238 v. 215,Music Stacks,FY-2021
Continuations,39090018334470,,Score,Music Score,9.91018E+17,1987205162; 9781987205169; 9781987205176; 1987205170,Notated music - Physical,The padrone /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018107011403008&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Chadwick, G. W. 1854-1931 composer, arranger of music. (George Whitefield),",Published for the American Musicological Society by A-R Editions,"Middleton, Wisconsin :",[2020],Piano-vocal score.,Music of the United States of America ; 28P.; Recent researches in American music ; v. 82P.,Scores.; Italians--United States--Drama.; Italian Americans--Drama.; Immigrants--United States--Drama.; Operas--Vocal scores with piano.; Immigrants.; Italian Americans.; Italians.; United States.; Vocal scores.; Operas.; Drama.; Dramatic music.; Art music.; Arrangements (Music),Padrone. Vocal score,eng,M2.3.U6 R4 v. 82P,Music Stacks,FY-2021
Continuations,39090018303137,,Score,Music Score,9.91018E+17,1987204581; 9781987204582; 9781987204599; 198720459X,Notated music - Physical,Appalachian spring : original ballet version /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018082042503040&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Copland, Aaron, 1900-1990 composer.",Published for the American Musicological Society by A-R Editions,"Middleton, Wisconsin :",[2020],,Music of the United States of America ; 31.; Recent researches in American music ; v. 88.,Ballet--Scores.; Ballets (Music); Scores.,Appalachian spring,zxx,M2.3.U6 R4 v. 88,Music Stacks,FY-2021
Continuations,39090018320438,Ser.5:v.12,None,Music Score,9.91014E+17,,Notated music - Physical,Œuvres complètes de Claude Debussy.,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991013925089703040&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Debussy, Claude, 1862-1918 composer.",Durand-Costallat,Paris :,<©1985-©2018>,,Musica Gallica,Music; Music.,Works. 1985,fre,M3 .D32 1985,Music Stacks,FY-2021
Continuations,39090018320370,Abt.4:Bd.4,None,Music Score,9.91011E+17,,Notated music - Physical,Sämtliche Werke /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991011434879703040&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Gluck, Christoph Willibald, Ritter von, 1714-1787 composer.",Bärenreiter,Kassel ; New York :,1951-<2019>,,,Music; Music.; Scores.,Works. 1951,fre,M3 .G521,Music Stacks,FY-2021
Continuations,39090018320495,Ser.1:Bd.4.1,None,Music Score,9.91011E+17,,Notated music - Physical,Hallische Händel-Ausgabe : kritische Gesamtausgabe /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991011469559703040&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Handel, George Frideric, 1685-1759, composer.",Bärenreiter,Kassel :,1955-<2019>,,,Operas; Music.; Variations (Music); Suites.; Sonatas.; Oratorios.; Operas.; Librettos.; Concertos.; Concerti grossi.; Chamber music.; Cantatas.; Art music.; Instrumental music.; Parts (Music); Scores.; Vocal music.,Works. 1955,eng,M3 .H26,Music Stacks,FY-2021
Continuations,39090018320693,Ser.2:Bd.37,None,Music Score,9.91011E+17,,Notated music - Physical,Hallische Händel-Ausgabe : kritische Gesamtausgabe /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991011469559703040&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Handel, George Frideric, 1685-1759, composer.",Bärenreiter,Kassel :,1955-<2019>,,,Operas; Music.; Variations (Music); Suites.; Sonatas.; Oratorios.; Operas.; Librettos.; Concertos.; Concerti grossi.; Chamber music.; Cantatas.; Art music.; Instrumental music.; Parts (Music); Scores.; Vocal music.,Works. 1955,eng,M3 .H26,Music Stacks,FY-2021
Continuations,39090018341541,Ser.2:Bd.14.2,None,Music Score,9.91011E+17,,Notated music - Physical,Hallische Händel-Ausgabe : kritische Gesamtausgabe /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991011469559703040&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Handel, George Frideric, 1685-1759, composer.",Bärenreiter,Kassel :,1955-<2019>,,,Operas; Music.; Variations (Music); Suites.; Sonatas.; Oratorios.; Operas.; Librettos.; Concertos.; Concerti grossi.; Chamber music.; Cantatas.; Art music.; Instrumental music.; Parts (Music); Scores.; Vocal music.,Works. 1955,eng,M3 .H26,Music Stacks,FY-2021
Continuations,39090018341608,Ser.2:Bd.14.1,None,Music Score,9.91011E+17,,Notated music - Physical,Hallische Händel-Ausgabe : kritische Gesamtausgabe /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991011469559703040&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Handel, George Frideric, 1685-1759, composer.",Bärenreiter,Kassel :,1955-<2019>,,,Operas; Music.; Variations (Music); Suites.; Sonatas.; Oratorios.; Operas.; Librettos.; Concertos.; Concerti grossi.; Chamber music.; Cantatas.; Art music.; Instrumental music.; Parts (Music); Scores.; Vocal music.,Works. 1955,eng,M3 .H26,Music Stacks,FY-2021
Continuations,39090018320305,R.15:Bd.1,None,Music Score,9.91012E+17,,Book - Physical,Werke : Kritischer Bericht. /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991011623409703040&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Haydn, Joseph, 1732-1809.",G Henle,München :,[1958]-,,Joseph Haydn Werke. Kritischer Bericht.,"Haydn, Joseph,--1732-1809--Thematic catalogs.; Instrumental music.; Instrumental music; Vocal music.; Thematic catalogs (Music)",Works. 1958,ger,M3 .H462,Music Stacks,FY-2021
Continuations,39090018353827,pt.1,Score,Music Score,9.91018E+17,9781987206203; 1987206207,Notated music - Physical,"Ver sacrum seu flores musici (Salzburg, 1677) /","https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018232148103040&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Hofer, Andreas. compose",A-R Editions,"Middleton, Wisconsin :",2021,,Recent researches in the music of the Baroque Era ; 216-217.,"Choruses, Sacred.",,eng,M2060.H64 V47 2021,Music Stacks,FY-2021
Continuations,39090018353884,pt.2,Score,Music Score,9.91018E+17,9781987206203; 1987206207,Notated music - Physical,"Ver sacrum seu flores musici (Salzburg, 1677) /","https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018232148103040&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Hofer, Andreas. compose",A-R Editions,"Middleton, Wisconsin :",2021,,Recent researches in the music of the Baroque Era ; 216-217.,"Choruses, Sacred.",,eng,M2060.H64 V47 2021,Music Stacks,FY-2021
Continuations,39090018341467,Ser.A v.8,None,Music Score,9.91005E+17,9788070582428; 8070582421; 9788070582602; 807058260X,Notated music - Physical,Souborné kritické vydání děl Leoše Janáčka = Kritische Gesamtausgabe der Werke von Leoš Janáček = Complete critical edition of the works of Leoš Janáček.,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991005328369703040&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Janáček, Leoš, 1854-1928 composer.",Supraphon,Praha :,1978-<2020>,,,Parts (Music); Art music.; Scores.; Music.; Instrumental music.; Vocal music.,Works. 1978,cze,M3.J34 K6,Music Stacks,FY-2021
Continuations,39090018303103,,Score,Music Score,9.91018E+17,9781987204506; 1987204506,Notated music - Physical,Serenatas for Dublin /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018082144402944&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Kusser, Johann Sigismund, 1660-1727 composer.",A-R Editions,"Middleton, Wisconsin :",[2020],,Recent researches in the music of the Baroque Era ; v. 210.,Serenatas--Scores.; Scores.; Serenatas.,,eng,M2 .R238 v. 210,Music Stacks,FY-2021
Continuations,39090018341228,,Score,Music Score,9.91018E+17,0852499612; 9780852499610,Notated music - Physical,Sacred music /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018170226203008&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Lawes, Henry, 1596-1662 composer.",Published for the British Academy by Stainer and Bell,London :,[2020],,Early English church music ; 61.,"Anthems.; Psalms (Music); Chamber music.; Part songs.; Songs.; Sacred vocal music.; Psalms (Music)--England--17th century--Scores.; Anthems--17th century--Scores.; Motets--England--17th century--Scores.; Part songs, Sacred--England--17th century--Scores.; Sacred songs with continuo--17th century--Scores.; Motets.; Sacred music.; Scores.",,eng,M2 .E12 v. 61,Music Stacks,FY-2021
Continuations,39090018320578,Ser.1:v.3,None,Music Score,9.91004E+17,3487115059; 3487158906; 9783487158907; 3487159694; 9783487159690; 3487115050; 9783487115054; 3487125552; 9783487125558; 3487115123; 9783487115122; 3487151065; 9783487151069; 348711514X; 9783487115146; 348713246X; 9783487132464; 3487115166; 9783487115160;,Notated music - Physical,Œuvres complètes /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991004480369703040&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Lully, Jean-Baptiste, 1632-1687.",G Olms,Hildesheim ; New York :,2001-,,Musica Gallica,Vocal scores.; Music; Music.; Art music.; Scores.,Works. 2001,fre,M3 .L92 2001,Music Stacks,FY-2021
Continuations,39090018338604,Ser.1:v.3 vocal,None,Music Score,9.91004E+17,3487115059; 3487158906; 9783487158907; 3487159694; 9783487159690; 3487115050; 9783487115054; 3487125552; 9783487125558; 3487115123; 9783487115122; 3487151065; 9783487151069; 348711514X; 9783487115146; 348713246X; 9783487132464; 3487115166; 9783487115160;,Notated music - Physical,Œuvres complètes /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991004480369703040&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Lully, Jean-Baptiste, 1632-1687.",G Olms,Hildesheim ; New York :,2001-,,Musica Gallica,Vocal scores.; Music; Music.; Art music.; Scores.,Works. 2001,fre,M3 .L92 2001,Music Stacks,FY-2021
Continuations,39090018345849,,Score,Music Score,9.91018E+17,,Notated music - Physical,"Symphonie nr. 3 : für alt-solo, knabenchor, frauenchor und orchester /","https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018215441102976&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Mahler, Gustav, 1860-1911.",Breitkopf & Haertel,Wiesbaden :,2021,,,,,ger,MSC9302,Music Desk--Inquire @ Music Desk,FY-2021
Continuations,39090018320321,Ser.1:Bd.10,None,Music Score,9.9101E+17,3765103179; 9783765103179,Notated music - Physical,Leipziger Ausgabe der Werke von Felix Mendelssohn Bartholdy /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991010228189703040&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Mendelssohn-Bartholdy, Felix, 1809-1847 composer.",Breitkopf & Härtel,Wiesbaden :,1997-<2020>,,,Music.; Music; Art music.; Scores.,Works. 1997,ger,M3 .M27,Music Stacks,FY-2021
Continuations,39090018341483,Ser.7:Bd.3,None,Music Score,9.9101E+17,3765103179; 9783765103179,Notated music - Physical,Leipziger Ausgabe der Werke von Felix Mendelssohn Bartholdy /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991010228189703040&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Mendelssohn-Bartholdy, Felix, 1809-1847 composer.",Breitkopf & Härtel,Wiesbaden :,1997-<2020>,,,Music.; Music; Art music.; Scores.,Works. 1997,ger,M3 .M27,Music Stacks,FY-2021
Continuations,39090018320883,v.28 pt.4,None,Music Score,9.9101E+17,0852499086; 9780852499085; 0852499124; 9780852499122; 0852499329; 9780852499320; 9780711998582; 0711998582; 9780853606963; 085360696X; 9781844497553; 1844497550; 9780853608271; 085360827X; 0852499183; 9780852499184; 9781846092114; 1846092116; 0852499310;,Notated music - Physical,The works of Henry Purcell.,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991009558999703040&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Purcell, Henry, 1659-1695 composer.",Stainer & Bell,London :,©1961-<c2016>,Rev. / under the supervision of the Purcell Society.,,Music; Music.,Works. 1961,eng,M3 .P932,Music Stacks,FY-2021
Continuations,39090018303251,Ser.4:v.12,None,Music Score,9.91005E+17,9782271061737; 2271061733; 9782717722338; 2717722335; 2271074878; 9782271074874; 2717725288; 9782717725285; 9782951206601; 2951206607; 9790006533459; 0006533450,Notated music - Physical,Opera omnia /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991004600469703040&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Rameau, Jean-Philippe, 1683-1764 composer.",G Billaudot,Paris :,[1996-],,Musica Gallica,Music.; Music; Art music.; Scores.,Works. 1996,fre,M3 .R35 1996,Music Stacks,FY-2021
Continuations,39090017202355,v.17B pt.1,None,Music Score,9.91012E+17,3795794730; 9783795794736; 3795794706; 9783795794705; 9783795794750; 3795794757; 3795711649; 9783795711641; 3795721709; 9783795721701,Notated music - Physical,Sämtliche Werke /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991011624919703040&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Schoenberg, Arnold, 1874-1951 composer.",Universal Edition; B Schott's Söhne,Mainz : Wien :,1966-<2018>,,,Music; Music.,Works. 1966,ger,M3 .S36,Music Oversize,FY-2021
