Type of Score,Barcode,Description,Item Policy,Material Type,MMS Id,ISBN,Resource Type,Title,Primo Link,Author,Publisher,Publication Place,Publication Date,Edition,Series,Subjects,Uniform Title,Language Code,Permanent Call Number,Location Name,Item Creation Fiscal Year
Individual Composer,39090018303293,,Score,Music Score,991018103546103851,,Notated music - Physical,"A Fiddler's tale : for clarinet, bassoon, cornet, trombone, percussion, violin and bass /","https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018103546103851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Marsalis, Wynton, 1961-",Wynton Marsalis,"Verona, NJ :","1998, [2020].",,,,,eng,MSC9088,Music Stacks,FY-2021
Individual Composer,39090018341590,,Score,Music Score,991018139840703851,,Notated music - Physical,Fiddle dance suite : for solo violin /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018139840703851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Marsalis, Wynton, 1961-",Wynton Marsalis,"Verona, NJ :",[2020].,,,,,eng,MSC9156,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018377735,,Score,Music Score,991018202647603851,,Notated music - Physical,Swing symphony : for jazz band and orchestra (2010) /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018202647603851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Marsalis, Wynton, 1961-",Wynton Marsalis,"Verona, NJ :",[2020].,,,,,zxx,MSC9243,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018341780,,Score,Music Score,991018139840603851,,Notated music - Physical,Truth becoming : string quartet no. 1 (2002) /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018139840603851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Marshall, Pamela J., 1954- composer.",Spindrift Music,"Lexington, Ma :",[2020],,,String quartets--Scores and parts.; Art music.; Chamber music.; Scores.; Parts (Music),,eng,MSC9157,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018303442,,Score,Music Score,991018103546003851,,Notated music - Physical,"Quinteto sobre los poemas de Carlos pintado : for violin, viola, cello, double bass and piano /","https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018103546003851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Marshall, Pamela, 1954-",Spindrift Music,"Lexington, Ma :","2009, [2020].",,,,,eng,MSC9089,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018340444,,Score,Music Score,991018169840103851,,Notated music - Physical,"Strange dreams, from proving up : for mezzo-soprano and piano /","https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018169840103851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Mazzoli, Missy, 1980-",Schirmer Rental Dept,New York :,"2018, [2021].",,,,,eng,MSC9200,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018320719,,Score,Music Score,991018139840503851,,Notated music - Physical,Rhapsody no. 2 : for solo violin /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018139840503851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Montgomery, Jessie, 1981-",Jessie Montgomery,New York :,2020.,,,,,zxx,MSC9158,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,,,Score,Music Score,991018220948303851,,Notated music - Physical,"Voices from the light : for women's chorus, oboe, string quartet and piano (1997) /","https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018220948303851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Moore, Dorothy Rudd, 1940- composer, author.",American Composers Alliance,New York :,2018.,,American composers edition,"Moore, Dorothy Rudd,--1940---Manuscripts--Facsimiles.; Moore, Dorothy Rudd,--1940---Musical settings.; Music--Manuscripts--Facsimiles.; Moore, Dorothy Rudd,--1940-; Choruses, Secular (Women's voices) with instrumental ensemble--Scores.; Music.; Art music.; Facsimiles.; Manuscripts.; Musical settings.; Scores.",,eng,M1543.5,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,,,Score,Music Score,991018220846303851,,Notated music - Physical,Frederick Douglass : an opera in three acts /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018220846303851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Moore, Dorothy Rudd, 1940- composer, librettist.",American Composers Alliance,"[New York, NY] :",[2020],Piano-vocal score.,American composers edition,"Douglass, Frederick,--1818-1895--Drama.; Moore, Dorothy Rudd,--1940---Manuscripts--Facsimiles.; Music--Manuscripts--Facsimiles.; Operas--Vocal scores with piano.; Moore, Dorothy Rudd,--1940-; Music; Operas--Vocal scores with piano; Operas.; Vocal scores.; Facsimiles.; Facsimiles; Manuscripts; Operas; Vocal scores",Frederick Douglass. Vocal score,eng,M1503.M82 F852 2020,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018351060,,Score,Music Score,991018220948503851,,Notated music - Physical,"Sonnets on love, rosebuds, and death : for high voice, violin, and piano (1976) /","https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018220948503851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Moore, Dorothy Rudd, 1940- composer.",American Composers Alliance (BMI),"New York, N.Y. :",2018,,Composers facsimile edition; American composers edition,"Songs (High voice) with instrumental ensemble--Scores and parts.; Dunbar-Nelson, Alice Moore,--1875-1935--Musical settings.; Delany, Clarissa Scott,--1901-1927--Musical settings.; Bennett, Gwendolyn,--1902-1981--Musical settings.; Hughes, Langston,--1902-1967--Musical settings.; Bontemps, Arna,--1902-1973--Musical settings.; Cullen, Countee,--1903-1946--Musical settings.; Johnson, Helene,--1906-1995--Musical settings.; Moore, Dorothy Rudd,--1940---Manuscripts--Facsimiles.; Music--Manuscripts--Facsimiles.; Moore, Dorothy Rudd,--1940-; Johnson, Helene,--1906-1995.; Hughes, Langston,--1902-1967.; Dunbar-Nelson, Alice Moore,--1875-1935.; Cullen, Countee,--1903-1946.; Bontemps, Arna,--1902-1973.; Bennett, Gwendolyn,--1902-1981.; Music.; Song cycles.; Scores.; Parts (Music); Manuscripts.; Facsimiles.; Chamber music.; Musical settings.",,eng,M1621.3.M66 S65 2018,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,,,Score,Music Score,991018220846203851,,Notated music - Physical,Modes : for string quartet : 1968 /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018220846203851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Moore, Dorothy Rudd, 1940- composer.",American Composers Alliance,[New York] :,2013.,,American composers edition,"Moore, Dorothy Rudd,--1940---Manuscripts--Facsimiles.; Music--Manuscripts--Facsimiles.; Moore, Dorothy Rudd,--1940-; Music.; String quartets--Scores and parts.; Chamber music.; Facsimiles.; Manuscripts.; Parts (Music); Scores.",Modes,zxx,M452.M766 M63 2013,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,,,Score,Music Score,991018220846503851,,Notated music - Physical,Dirge and deliverance : for cello and piano : 1971 /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018220846503851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Moore, Dorothy Rudd, 1940- composer.",American Composers Alliance,"New York, NY :",2018.,,American composers edition,"Moore, Dorothy Rudd,--1940---Manuscripts--Facsimiles.; Music--Manuscripts--Facsimiles.; Moore, Dorothy Rudd,--1940-; Cello and piano music--Scores and parts.; Music.; Scores.; Parts (Music); Chamber music.; Facsimiles.; Manuscripts.",,zxx,M233.M66 D57 2018,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,,,Score,Music Score,991018220948403851,,Notated music - Physical,"Transcension : ""I have been to the mountaintop"" : for chamber orchestra /","https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018220948403851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Moore, Dorothy Rudd, 1940- composer.",American Composers Alliance,"New York, NY :",2019.,,American composers edition,"Moore, Dorothy Rudd,--1940---Manuscripts--Facsimiles.; Music--Manuscripts--Facsimiles.; Moore, Dorothy Rudd,--1940-; Chamber orchestra music--Scores.; Music.; Art music.; Facsimiles.; Manuscripts.; Scores.",,zxx,M1045,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,,,Score,Music Score,991018220948603851,,Notated music - Physical,Night fantasy : for B♭ clarinet and piano /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018220948603851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Moore, Dorothy Rudd, 1940- composer.",American Composers Alliance,"New York, N.Y. :",2020.,,American composers edition,Clarinet and piano music--Scores and parts.; Chamber music.; Fantasias (Music); Parts (Music); Scores.,,zxx,M250.M821 N687 2020,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,,,Score,Music Score,991018220846403851,,Notated music - Physical,From the dark tower /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018220846403851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Moore, Dorothy Rudd, composer.",American Composers Alliance,"New York, N.Y. :",2016.,,,"Moore, Dorothy Rudd--Manuscripts--Facsimiles.; Bontemps, Arna,--1902-1973--Musical settings.; Cullen, Countee,--1903-1946--Musical settings.; Cuney, William Waring,--1906-1976--Musical settings.; Hughes, Langston,--1902-1967--Musical settings.; Johnson, Herbert Clark--Musical settings.; Johnson, James Weldon,--1871-1938--Musical settings.; Music--Manuscripts--Facsimiles.; Bontemps, Arna,--1902-1973.; Cullen, Countee,--1903-1946.; Cuney, William Waring,--1906-1976.; Hughes, Langston,--1902-1967.; Johnson, James Weldon,--1871-1938.; Music.; Songs (Medium voice) with orchestra--Scores.; Facsimiles.; Manuscripts.; Musical settings.",,eng,M1613.M66 F7 1972,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090017202389,,Score,Music Score,991018115736303851,,Notated music - Physical,Fragments from the surrounding evening : for solo piano /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018115736303851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Mumford, Jeffrey, 1955-",T Presser,"Bryn Mawr, Pa. :",©2000.,,,"Mumford, Jeffrey,--1955---Manuscripts--Facsimiles.; Music--Manuscripts--Facsimiles.; Mumford, Jeffrey,--1955-; Music.; Piano music.; Facsimiles.; Manuscripts.",,zxx,MSC9129,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018353488,,Score,Music Score,991018231845503851,,Notated music - Physical,Light at the end of the tunnel : solo for viola (2020) /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018231845503851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Musgrave, Thea, 1928-",Novello,London :,2020.,,,,,eng,MSC9330,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018338299,,Score,Music Score,991018193946103851,,Notated music - Physical,Héroes de un sueño : for trombone quartet /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018193946103851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Navarro, Johanny, 1992- composer.",Cayambis Music Press,"[Blacksburg, Virginia] :",[2017],,,Brass quartets (Trombones (4))--Scores and parts.; Scores.; Parts (Music),,zxx,MSC9226,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018338828,,Score,Music Score,991018193945903851,,Notated music - Physical,Celebration : for piano trio /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018193945903851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Navarro, Johanny, 1992- composer.",Cayambis Music Press,"[Blacksburg, VA] :",[2016],,,Piano trios--Scores and parts.; Chamber music.; Parts (Music); Scores.,,zxx,MSC9223,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018338885,,Score,Music Score,991018193946003851,9790303201082; 0303201088,Notated music - Physical,Conflagración de deseos = Conflagration of desires /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018193946003851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Navarro, Johanny, 1992- composer.",Cayambis Music Press,[Place of publication not identified] :,2017.,,,"Brass quintets (Horn, trombone, trumpets (2), tuba)--Scores and parts.; Scores.; Parts (Music)",,zxx,MSC9224,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018338943,,Score,Music Score,991018193945803851,,Notated music - Physical,Guakía Baba : Padre Nuestro en Taíno = (The Lord's Prayer in Taino) /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018193945803851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Navarro, Johanny, 1992- composer.",Cayambis Music Press,"[Blacksburg, VA] :",[2018],,,"Coll y Toste, Cayetano,--1850-1930--Musical setttings.; Coll y Toste, Cayetano,--1850-1930.; Lord's prayer (Music); Sacred songs (High voice) with instrumental ensemble--Scores and parts.; Musical settings.; Parts (Music); Sacred music.; Scores.",,arw,MSC9225,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018338281,,Score,Music Score,991018194249103851,,Notated music - Physical,Son a papa.,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018194249103851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Navarro, Johanny.",Cayambis Music Press,,,,,,,eng,MSC9231,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018303285,,Score,Music Score,991018154140103851,,Notated music - Physical,"voluta/sospeso : für Bassetthorn, Klarinette, Violine, Violoncello, Klavier und Percussion : 1999 /","https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018154140103851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Neuwirth, Olga, 1968- composer.",Ricordi,Berlin :,[2018?],Partitur.,,"Sextets (Piano, basset horn, clarinet, percussion, violin, cello)--Scores.; Neuwirth, Olga,--1968---Manuscripts--Facsimiles.; Music--Manuscripts--Facsimiles.; Neuwirth, Olga,--1968-; Music; Chamber music.; Scores.; Facsimiles.; Chamber music; Facsimiles; Manuscripts; Scores",voluta/sospeso,zxx,M685.N48 V6 2018,Music Oversize,FY-2021
Individual Composer,39090018378246,,Score,Music Score,991018207343903851,,Notated music - Physical,Lake superior suite : for concert band (2018) /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018207343903851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Nishimura, Cait, 1991-",Cait Nishimura Music,"McKinney, TX :","2017, [2021].",,,,,eng,MSC9269,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,,,Score,Music Score,991018231845403851,,Notated music - Physical,Alpine meadow : for concert band (2020) /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018231845403851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Nishimura, Cait, 1991-",Cait Nishimura Music,"McKinney, TX :",2020.,,,,,eng,Unknown,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090017202512,,Score,Music Score,991018118949803851,,Notated music - Physical,Play /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018118949803851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Norman, Andrew, 1979- composer.",Schott Music Corporation,New York :,[2016],Study score.,,Orchestral music--Scores.; Art music.; Scores.,,zxx,MSC9140,Music Desk--Inquire @ Music Desk,FY-2021
